what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1321484819763
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1321484819764
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1321484819764
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1321484819764
os,sysinfo,,,"linux",1321484819768
arch,sysinfo,,,"x86",1321484819768
ws,sysinfo,,,"gtk",1321484819768
locale,sysinfo,,,"pt_BR",1321484819768
processors,sysinfo,,,"2",1321484819768
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1321484819768
java.runtime.version,sysinfo,,,"1.6.0_23-b23",1321484819768
java.specification.name,sysinfo,,,"Java Platform API Specification",1321484819768
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321484819768
java.specification.version,sysinfo,,,"1.6",1321484819768
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1321484819768
java.version,sysinfo,,,"1.6.0_23",1321484819768
java.vm.info,sysinfo,,,"mixed mode, sharing",1321484819768
java.vm.name,sysinfo,,,"OpenJDK Client VM",1321484819768
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1321484819768
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321484819768
java.vm.specification.version,sysinfo,,,"1.0",1321484819768
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1321484819768
java.vm.version,sysinfo,,,"20.0-b11",1321484819768
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321484820717
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1321484821120
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321484837150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321484837727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321484838777
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321484839929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321484902190
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201108301805,"org.eclipse.linuxtools.cdt.autotools.core",1321484904105
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1321484904124
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.1.201109151620,"org.eclipse.cdt.managedbuilder.gnu.ui",1321484904146
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1321484904167
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201109151620,"org.eclipse.cdt.msw.build",1321484904221
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1321484910701
error,log,,,"Failed to update action org.eclipse.egit.ui.team.PullCurrentBranchAction",1321484910704
error,log,,,"Failed to update action org.eclipse.egit.ui.team.PullCurrentBranchAction",1321484910704
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1321484910714
error,log,,,"Failed to update action org.eclipse.egit.ui.team.SimplePush",1321484910714
error,log,,,"Failed to update action org.eclipse.egit.ui.team.SimplePush",1321484910715
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.workbench"".",1321484910718
error,log,,,"Failed to update action org.eclipse.egit.ui.team.SimpleFetch",1321484910718
error,log,,,"Failed to update action org.eclipse.egit.ui.team.SimpleFetch",1321484910719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1321484915006
