what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1321404786441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321404787750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321404791418
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1321404796717
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321404798403
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321404801397
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1321404805257
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321404805787
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321404810306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321404810711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321404826812
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1321404828160
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321404829225
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321404836138
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321404857009
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321404867441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404876760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404882737
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1321404888937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404909748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404916542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404918870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321404928144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1321404928560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404928573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404929042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404941669
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1321404954491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321404957822
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321404960991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404961535
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404972433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321404976087
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404976583
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321404979997
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321404996872
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321405001161
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1321405001622
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321405003031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405003703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405004297
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1321405004853
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321405005571
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321405007535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405008893
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1321405010362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1321405010362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405010383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1321405013493
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405016321
started,bundle,org.eclipse.cdt.launch,7.0.0.201109151620,"org.eclipse.cdt.launch",1321405020469
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1321405020953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.rename",1321405020953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405020965
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1321405022791
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321405025751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321405037558
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321405040296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321405053426
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1321405057241
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321405062928
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1321405072005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321405081301
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1321405084240
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1321405085033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321405085674
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405099150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405114854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405115450
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405127906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405131487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405141303
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405144298
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321405158448
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321405166100
opened,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1321405166218
activated,editor,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.editor",1321405166254
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321405166271
